DATE,DEXMXUS,DEXUSEU,DEXCHUS,DEXJPUS,DEXCAUS,DEXUSUK,DEXUSAL,DEXSZUS,DEXUSNZ
2014-08-22,13.1375,1.3237,6.151,103.97,1.0949,1.6574,0.9309,0.9142,0.8393
2014-08-25,13.1305,1.3206,6.154,103.96,1.098,1.6585,0.9296,0.9144,0.8351
2014-08-26,13.105,1.3189,6.1522,104.12,1.095,1.657,0.932,0.9167,0.8337
2014-08-27,13.085,1.3192,6.143,103.98,1.089,1.6573,0.9335,0.9148,0.8369
2014-08-28,13.1175,1.3178,6.1423,103.78,1.0857,1.6579,0.9352,0.915,0.8376
2014-08-29,13.069,1.315,6.143,104.0,1.0858,1.6585,0.9344,0.9174,0.8367
2014-09-02,13.131,1.3124,6.148,105.1,1.0923,1.6502,0.9276,0.9196,0.8309
2014-09-03,13.0915,1.3136,6.1408,104.88,1.0872,1.6451,0.9341,0.9186,0.8315
2014-09-04,13.1115,1.2926,6.1383,105.22,1.0862,1.6349,0.9361,0.9327,0.831
2014-09-05,13.068,1.2956,6.14,104.94,1.089,1.6312,0.9376,0.9306,0.8327
2014-09-08,13.0755,1.2948,6.14,105.65,1.0933,1.6141,0.93,0.9317,0.8285
2014-09-09,13.204,1.2909,6.1362,106.32,1.101,1.6088,0.9207,0.9348,0.8245
2014-09-10,13.209,1.2908,6.1284,106.76,1.0954,1.6134,0.9153,0.9382,0.8245
2014-09-11,13.212,1.2936,6.1295,106.87,1.1032,1.6225,0.9115,0.9349,0.8187
2014-09-12,13.2485,1.2955,6.1344,107.24,1.1075,1.6243,0.9047,0.9337,0.8156
2014-09-15,13.2315,1.2951,6.1415,107.18,1.105,1.6243,0.9027,0.9344,0.8166
2014-09-16,13.154,1.2976,6.1459,106.91,1.0985,1.629,0.9096,0.9314,0.8207
2014-09-17,13.1805,1.2958,6.1385,107.58,1.0951,1.6329,0.9028,0.9346,0.8151
2014-09-18,13.2355,1.2913,6.14,108.69,1.0946,1.6372,0.8984,0.9344,0.8144
2014-09-19,13.239,1.2835,6.1403,108.96,1.0968,1.6314,0.8935,0.9404,0.8119
2014-09-22,13.2595,1.2829,6.14,108.88,1.1007,1.634,0.8876,0.941,0.8125
2014-09-23,13.2925,1.2858,6.1368,108.82,1.1059,1.637,0.8853,0.9386,0.8066
2014-09-24,13.299,1.2788,6.1346,108.92,1.1088,1.6344,0.887,0.9446,0.8067
2014-09-25,13.38,1.2748,6.1355,108.7,1.1105,1.6313,0.8796,0.9467,0.7932
2014-09-26,13.4445,1.2686,6.1266,109.32,1.1162,1.6254,0.8761,0.9513,0.7876
2014-09-29,13.4823,1.2703,6.1495,109.34,1.1142,1.6262,0.8738,0.9498,0.7788
2014-09-30,13.427,1.2628,6.138,109.66,1.1207,1.622,0.8737,0.9554,0.7788
2014-10-01,13.461,1.2618,6.138,109.3,1.1171,1.6216,0.8734,0.9566,0.7811
2014-10-02,13.41,1.267,6.138,108.1,1.115,1.614,0.8793,0.9532,0.7881
2014-10-03,13.4725,1.2517,6.1385,109.7,1.1254,1.5962,0.8675,0.967,0.7772
2014-10-06,13.397,1.2592,6.1385,109.08,1.1174,1.6029,0.8747,0.9626,0.7806
2014-10-07,13.437,1.2626,6.1385,108.3,1.1182,1.6072,0.8808,0.9606,0.7834
2014-10-08,13.4855,1.2683,6.1385,108.41,1.1181,1.6068,0.8751,0.9564,0.78
2014-10-09,13.394,1.2683,6.1299,108.0,1.115,1.6123,0.8778,0.9545,0.7864
2014-10-10,13.427,1.2636,6.1308,107.83,1.1173,1.6049,0.8719,0.9568,0.7834
2014-10-14,13.4015,1.266,6.125,107.15,1.1235,1.593,0.8727,0.9536,0.7855
2014-10-15,13.5615,1.2778,6.1249,106.06,1.1291,1.5959,0.8794,0.9444,0.7937
2014-10-16,13.5605,1.2812,6.123,105.98,1.1265,1.6065,0.8766,0.9425,0.7963
2014-10-17,13.5155,1.2755,6.1238,106.72,1.1247,1.6086,0.8761,0.9468,0.7935
2014-10-20,13.5365,1.2783,6.1233,106.87,1.1276,1.6137,0.8786,0.9438,0.7967
2014-10-21,13.506,1.2724,6.1205,106.7,1.1219,1.6134,0.8797,0.9482,0.7968
2014-10-22,13.543,1.2658,6.118,107.32,1.1218,1.607,0.8793,0.953,0.7944
2014-10-23,13.524,1.2658,6.119,108.16,1.1236,1.6037,0.8773,0.9535,0.7841
2014-10-24,13.529,1.2675,6.1168,108.06,1.1211,1.6098,0.8812,0.9514,0.7863
2014-10-27,13.5727,1.2712,6.116,107.71,1.1247,1.6133,0.8799,0.9484,0.7887
2014-10-28,13.488,1.2747,6.113,108.0,1.1176,1.6157,0.8848,0.9463,0.7929
2014-10-29,13.415,1.2762,6.1107,108.1,1.1135,1.6149,0.8904,0.9452,0.7965
2014-10-30,13.43,1.2622,6.114,108.94,1.1191,1.6023,0.8825,0.9552,0.784
2014-10-31,13.4825,1.253,6.1124,112.09,1.1272,1.5999,0.8791,0.9623,0.778
2014-11-03,13.5405,1.2487,6.1178,113.92,1.1319,1.5986,0.8701,0.9655,0.7732
2014-11-04,13.593,1.2554,6.115,113.44,1.1396,1.5991,0.8729,0.9596,0.7777
2014-11-05,13.5935,1.2488,6.1135,114.62,1.1377,1.5984,0.8592,0.964,0.7728
2014-11-06,13.6205,1.2414,6.1117,114.87,1.1423,1.5862,0.858,0.9702,0.7715
2014-11-07,13.5625,1.2422,6.1225,114.73,1.136,1.5844,0.862,0.9684,0.7736
2014-11-10,13.5475,1.2425,6.119,114.78,1.1344,1.5857,0.8625,0.9678,0.7763
2014-11-12,13.56,1.2456,6.1257,115.42,1.1284,1.5815,0.8735,0.965,0.7898
2014-11-13,13.612,1.2476,6.1243,115.63,1.1349,1.5717,0.873,0.9634,0.7901
2014-11-14,13.536,1.2494,6.129,116.52,1.1294,1.5657,0.8737,0.9616,0.791
2014-11-17,13.587,1.2447,6.1242,116.44,1.1308,1.5645,0.8718,0.9653,0.7935
2014-11-18,13.545,1.2534,6.1208,116.76,1.1305,1.5648,0.8726,0.9583,0.7941
2014-11-19,13.607,1.2548,6.119,117.7,1.1349,1.567,0.8623,0.9572,0.7859
2014-11-20,13.617,1.2526,6.123,118.14,1.1311,1.5683,0.861,0.9596,0.7852
2014-11-21,13.6255,1.2394,6.1244,117.74,1.1237,1.5672,0.8674,0.9696,0.7886
2014-11-24,13.6415,1.2427,6.1412,118.39,1.1279,1.5701,0.8615,0.9676,0.7856
2014-11-25,13.641,1.2472,6.1355,117.99,1.126,1.5714,0.852,0.9645,0.7806
2014-11-26,13.7155,1.2503,6.1386,117.6,1.1236,1.5787,0.8534,0.9614,0.7881
2014-11-28,13.921,1.2438,6.1429,118.7,1.1426,1.5638,0.8524,0.9658,0.784
2014-12-01,13.9355,1.249,6.1515,118.14,1.1343,1.5743,0.8521,0.9631,0.7899
2014-12-02,14.0695,1.239,6.149,119.1,1.1397,1.5651,0.8457,0.972,0.78
2014-12-03,14.092,1.2304,6.1499,119.82,1.1359,1.57,0.8417,0.9779,0.7778
2014-12-04,14.102,1.2432,6.1541,119.67,1.1374,1.5707,0.8405,0.9674,0.7811
2014-12-05,14.326,1.2304,6.1497,121.38,1.1423,1.56,0.833,0.9772,0.7718
2014-12-08,14.427,1.2292,6.1725,120.89,1.1473,1.5625,0.8296,0.9778,0.7662
2014-12-09,14.3655,1.2415,6.1855,118.87,1.1422,1.5694,0.8341,0.968,0.7726
2014-12-10,14.5175,1.2425,6.1763,118.5,1.1479,1.5689,0.8305,0.968,0.7715
2014-12-11,14.705,1.2397,6.1881,119.4,1.1534,1.5712,0.8265,0.9688,0.7801
2014-12-12,14.785,1.2484,6.1864,118.22,1.1538,1.5728,0.8268,0.962,0.7789
2014-12-15,14.794,1.247,6.19,117.75,1.1629,1.5663,0.8232,0.9632,0.7754
2014-12-16,14.744,1.2504,6.189,117.28,1.1624,1.5736,0.822,0.9604,0.779
2014-12-17,14.5655,1.2406,6.1957,117.64,1.1629,1.5652,0.8173,0.9679,0.773
2014-12-18,14.5585,1.2291,6.2139,118.84,1.1594,1.5662,0.8168,0.9794,0.7757
2014-12-19,14.6635,1.2235,6.2196,119.56,1.1626,1.5609,0.8128,0.9832,0.7745
2014-12-22,14.6405,1.2252,6.2213,119.84,1.1644,1.5618,0.8141,0.982,0.774
2014-12-23,14.7075,1.218,6.2256,120.68,1.1626,1.5517,0.8097,0.9872,0.7712
2014-12-24,14.746,1.2188,6.2148,120.45,1.1621,1.5549,0.8109,0.9865,0.7721
2014-12-29,14.7125,1.2179,6.2222,120.57,1.1631,1.5524,0.8146,0.9878,0.7788
2014-12-30,14.723,1.2174,6.2015,119.34,1.1597,1.5573,0.8199,0.988,0.7847
2014-12-31,14.75,1.2101,6.2046,119.85,1.1601,1.5578,0.8173,0.9934,0.7796
2015-01-02,14.806,1.2015,6.2046,120.2,1.1725,1.5361,0.8118,1.0004,0.7711
2015-01-05,14.97,1.1918,6.2201,119.64,1.1785,1.5234,0.8095,1.0079,0.7702
2015-01-06,14.8785,1.1936,6.2125,118.26,1.1802,1.5174,0.8118,1.0062,0.7805
2015-01-07,14.7875,1.182,6.2127,119.52,1.1851,1.5073,0.8049,1.016,0.7727
2015-01-08,14.6095,1.1811,6.2143,119.51,1.1812,1.5118,0.8126,1.0169,0.7826
2015-01-09,14.5765,1.183,6.2085,118.66,1.1857,1.5151,0.8191,1.0151,0.7832
2015-01-12,14.637,1.1832,6.2027,118.32,1.1929,1.5168,0.8165,1.015,0.7776
2015-01-13,14.5755,1.1779,6.197,118.16,1.1947,1.5166,0.8164,1.0195,0.7732
2015-01-14,14.574,1.1806,6.1957,116.78,1.1957,1.5234,0.8163,1.0172,0.7746
2015-01-15,14.592,1.1598,6.187,116.95,1.1932,1.5161,0.8212,0.893,0.7791
2015-01-16,14.611,1.1517,6.2065,117.45,1.1986,1.5132,0.8194,0.8488,0.7778
2015-01-20,14.6465,1.1559,6.2137,118.48,1.2085,1.5162,0.8177,0.8751,0.7693
2015-01-21,14.725,1.1584,6.2112,117.86,1.2377,1.5118,0.8101,0.8596,0.7578
2015-01-22,14.6015,1.1414,6.2085,117.92,1.237,1.5052,0.8099,0.8678,0.7551
2015-01-23,14.64,1.1279,6.2279,117.8,1.24,1.5022,0.7935,0.876,0.7477
2015-01-26,14.564,1.129,6.2535,118.38,1.2409,1.5088,0.7934,0.8988,0.7425
2015-01-27,14.5775,1.137,6.243,117.62,1.2402,1.5196,0.7939,0.9042,0.7461
2015-01-28,14.6855,1.1342,6.2475,117.74,1.2452,1.5165,0.7973,0.9055,0.7451
2015-01-29,14.8805,1.1308,6.2463,118.31,1.2644,1.5043,0.7758,0.9226,0.7259
2015-01-30,15.005,1.129,6.2495,117.44,1.2716,1.5026,0.7762,0.921,0.7248
2015-02-02,14.8815,1.1337,6.2594,117.33,1.2577,1.5027,0.7818,0.9262,0.7304
2015-02-03,14.7515,1.1462,6.2573,117.48,1.2452,1.5129,0.7737,0.9234,0.7294
2015-02-04,14.7935,1.1418,6.2472,117.58,1.255,1.5209,0.7761,0.9238,0.7371
2015-02-05,14.748,1.1432,6.2516,117.4,1.2419,1.5293,0.7803,0.9248,0.7391
2015-02-06,14.9175,1.133,6.2417,119.16,1.2524,1.5247,0.7807,0.9228,0.7361
2015-02-09,14.809,1.1316,6.2467,118.7,1.2448,1.5217,0.7813,0.9258,0.7415
2015-02-10,14.953,1.1316,6.2405,119.32,1.2528,1.5252,0.7781,0.9263,0.7413
2015-02-11,15.1025,1.13,6.2422,120.38,1.2635,1.5232,0.7713,0.9288,0.7382
2015-02-12,14.8905,1.141,6.244,118.72,1.2464,1.538,0.7763,0.9283,0.7462
2015-02-13,14.873,1.1408,6.2399,118.7,1.2449,1.5394,0.7772,0.9308,0.7468
2015-02-17,14.885,1.1395,6.2546,118.99,1.2401,1.5349,0.7816,0.9346,0.7523
2015-02-18,14.961,1.1342,6.2546,119.19,1.2456,1.543,0.7778,0.9446,0.7519
2015-02-19,14.937,1.1392,6.2546,118.84,1.2484,1.5451,0.781,0.9472,0.7543
2015-02-20,15.0625,1.1372,6.2546,118.68,1.2503,1.5385,0.7833,0.9419,0.7534
2015-02-23,15.078,1.1346,6.2546,118.88,1.2577,1.5465,0.7807,0.9494,0.7536
2015-02-24,14.9755,1.1307,6.2546,119.13,1.2601,1.5434,0.7808,0.9516,0.7456
2015-02-25,14.919,1.1363,6.2591,118.88,1.2418,1.5499,0.7898,0.9496,0.7548
2015-02-26,14.9465,1.1212,6.2584,119.36,1.249,1.5424,0.7816,0.954,0.7555
2015-02-27,14.939,1.1197,6.2695,119.72,1.2506,1.5439,0.781,0.9513,0.7557
2015-03-02,14.9895,1.119,6.272,120.06,1.2535,1.5371,0.778,0.9553,0.7523
2015-03-03,14.935,1.1212,6.2741,119.47,1.245,1.5391,0.784,0.959,0.757
2015-03-04,15.0825,1.107,6.2701,119.76,1.2439,1.5266,0.7821,0.964,0.7584
2015-03-05,15.181,1.1006,6.2658,120.22,1.2482,1.5229,0.7763,0.9736,0.7466
2015-03-06,15.448,1.0855,6.262,120.93,1.2615,1.5063,0.7712,0.9846,0.7365
2015-03-09,15.4635,1.0846,6.2635,121.17,1.2598,1.5097,0.7716,0.9873,0.736
2015-03-10,15.5815,1.0707,6.2615,121.2,1.2633,1.5086,0.7637,0.9996,0.7272
2015-03-11,15.461,1.0576,6.2613,121.5,1.2763,1.4945,0.7582,1.0074,0.7218
2015-03-12,15.366,1.0615,6.2614,121.28,1.2692,1.4907,0.7705,1.0034,0.7403
2015-03-13,15.4985,1.0524,6.2585,121.17,1.2803,1.4755,0.7631,1.0047,0.733
2015-03-16,15.4225,1.0575,6.262,121.3,1.2763,1.48,0.7656,1.0074,0.739
2015-03-17,15.425,1.0605,6.249,121.28,1.2769,1.4744,0.7615,1.004,0.7312
2015-03-18,15.4285,1.0643,6.2289,120.92,1.2771,1.4686,0.7653,0.9952,0.7363
2015-03-19,15.3055,1.0621,6.1955,120.9,1.2743,1.4729,0.7618,0.9921,0.7376
2015-03-20,15.05,1.0792,6.2037,120.28,1.2593,1.4923,0.7759,0.9766,0.7555
2015-03-23,14.9565,1.0928,6.2135,119.74,1.2515,1.4936,0.7848,0.9668,0.7623
2015-03-24,14.945,1.0908,6.2046,119.9,1.251,1.487,0.7869,0.9586,0.7632
2015-03-25,14.933,1.0986,6.2116,119.37,1.2513,1.4915,0.7856,0.9574,0.7633
2015-03-26,15.0855,1.0919,6.2103,119.01,1.2469,1.4844,0.7836,0.9614,0.7584
2015-03-27,15.172,1.0891,6.2145,119.15,1.2579,1.4878,0.7754,0.9586,0.756
2015-03-30,15.249,1.0818,6.2065,120.11,1.2687,1.4792,0.7645,0.9678,0.7514
2015-03-31,15.245,1.0741,6.199,119.96,1.2681,1.485,0.7625,0.9712,0.7485
2015-04-01,15.113,1.0768,6.1976,119.62,1.261,1.4823,0.7615,0.9671,0.7461
2015-04-02,15.0635,1.0874,6.1968,119.74,1.2584,1.4842,0.7566,0.9578,0.7483
2015-04-03,14.8025,1.099,6.193,118.96,1.2465,1.4916,0.7645,0.9504,0.7595
2015-04-06,14.8225,1.1008,6.193,119.05,1.245,1.4959,0.7657,0.9524,0.7605
2015-04-07,14.92,1.085,6.1955,120.36,1.2488,1.4857,0.7646,0.964,0.7507
2015-04-08,14.9065,1.0818,6.202,119.96,1.2508,1.4924,0.7715,0.9634,0.758
2015-04-09,15.055,1.0671,6.205,120.32,1.258,1.4739,0.7706,0.9754,0.7555
2015-04-10,15.167,1.0598,6.2082,120.29,1.2596,1.4648,0.7674,0.9807,0.7532
2015-04-13,15.311,1.0582,6.2152,120.32,1.2603,1.4658,0.7579,0.978,0.7448
2015-04-14,15.2135,1.0672,6.2113,119.26,1.2476,1.479,0.7638,0.9712,0.7536
2015-04-15,15.361,1.0596,6.2037,119.23,1.2378,1.4782,0.761,0.9721,0.7537
2015-04-16,15.216,1.0742,6.1947,119.18,1.2206,1.4923,0.7796,0.9584,0.7662
2015-04-17,15.319,1.078,6.1976,119.02,1.2225,1.4942,0.7776,0.9528,0.7684
2015-04-20,15.394,1.0763,6.2014,119.27,1.2203,1.4913,0.7727,0.9543,0.7667
2015-04-21,15.381,1.0758,6.201,119.45,1.2274,1.4944,0.7741,0.9528,0.769
2015-04-22,15.4275,1.0729,6.1927,119.9,1.225,1.5027,0.7771,0.9662,0.7677
2015-04-23,15.3305,1.0803,6.1975,119.69,1.2148,1.5047,0.7782,0.955,0.7585
2015-04-24,15.3825,1.0876,6.193,118.98,1.2168,1.5176,0.7825,0.9533,0.7601
2015-04-27,15.3175,1.0892,6.2185,119.12,1.2106,1.5235,0.7859,0.9534,0.7648
2015-04-28,15.2185,1.0979,6.2035,118.8,1.2021,1.5328,0.8017,0.9538,0.7733
2015-04-29,15.168,1.1174,6.1989,118.83,1.1955,1.5485,0.8065,0.9358,0.7737
2015-04-30,15.3855,1.1162,6.2018,119.86,1.2116,1.5328,0.7867,0.941,0.7591
2015-05-01,15.565,1.1194,6.2018,120.21,1.2191,1.5137,0.7813,0.934,0.752
2015-05-04,15.512,1.1145,6.2085,120.25,1.2108,1.5118,0.7839,0.9357,0.753
2015-05-05,15.341,1.1174,6.2058,119.87,1.2038,1.5178,0.7941,0.9262,0.7563
2015-05-06,15.2945,1.1345,6.2001,119.42,1.2007,1.5244,0.8005,0.915,0.7513
2015-05-07,15.3325,1.1283,6.2063,119.74,1.2139,1.5223,0.7914,0.9196,0.7446
2015-05-08,15.121,1.1241,6.2084,119.78,1.2086,1.5455,0.7914,0.9274,0.749
2015-05-11,15.2855,1.1142,6.2086,120.05,1.2107,1.5593,0.7899,0.9344,0.735
2015-05-12,15.298,1.124,6.2086,119.8,1.1987,1.5685,0.7989,0.9266,0.7377
2015-05-13,15.2385,1.1372,6.2043,119.09,1.195,1.5748,0.8118,0.9162,0.7488
2015-05-14,15.116,1.1368,6.2013,119.2,1.1991,1.5766,0.8082,0.9146,0.75
2015-05-15,14.997,1.1428,6.2051,119.36,1.2009,1.5772,0.8053,0.9174,0.7489
2015-05-18,15.128,1.1354,6.2041,119.82,1.215,1.5679,0.8001,0.923,0.7398
2015-05-19,15.191,1.1151,6.2064,120.58,1.2213,1.5523,0.7918,0.9367,0.7354
2015-05-20,15.19,1.1079,6.2036,121.28,1.2212,1.5544,0.7877,0.9395,0.7295
2015-05-21,15.258,1.1126,6.1958,121.06,1.2201,1.5672,0.7888,0.9346,0.732
2015-05-22,15.2915,1.1033,6.1972,121.45,1.2288,1.5484,0.7828,0.9428,0.7307
2015-05-26,15.331,1.0876,6.2038,123.08,1.2428,1.5398,0.7738,0.9503,0.7228
2015-05-27,15.357,1.0888,6.2011,123.76,1.2483,1.5324,0.7712,0.9508,0.7228
2015-05-28,15.3765,1.0914,6.2002,124.18,1.2474,1.5291,0.7631,0.9458,0.715
2015-05-29,15.3688,1.0994,6.198,123.98,1.2466,1.5286,0.7659,0.9404,0.7111
2015-06-01,15.4685,1.0913,6.1985,124.64,1.2547,1.5187,0.7613,0.9467,0.7098
2015-06-02,15.4345,1.113,6.198,124.19,1.2425,1.5331,0.7748,0.9343,0.7154
2015-06-03,15.4555,1.1285,6.1976,124.06,1.2437,1.5351,0.7803,0.9336,0.7152
2015-06-04,15.5575,1.1271,6.2006,124.56,1.2477,1.5367,0.7673,0.9342,0.7116
2015-06-05,15.6925,1.1108,6.2024,125.58,1.2488,1.5267,0.7622,0.9436,0.7046
2015-06-08,15.6735,1.1232,6.2053,125.08,1.2435,1.528,0.765,0.9332,0.7097
2015-06-09,15.553,1.1284,6.2047,124.16,1.2316,1.5383,0.7685,0.9295,0.7137
2015-06-10,15.461,1.1307,6.2055,122.72,1.2267,1.553,0.7749,0.9292,0.7194
2015-06-11,15.399,1.1236,6.2065,123.62,1.2314,1.5493,0.7726,0.9364,0.699
2015-06-12,15.3975,1.1278,6.2081,123.23,1.2306,1.5587,0.7742,0.926,0.6985
2015-06-15,15.419,1.1266,6.208,123.38,1.2321,1.5572,0.7767,0.9351,0.7005
2015-06-16,15.423,1.1238,6.2085,123.39,1.2328,1.5637,0.7753,0.9325,0.6986
2015-06-17,15.43,1.1244,6.2086,124.25,1.2307,1.5708,0.7667,0.9272,0.6913
2015-06-18,15.271,1.1404,6.2075,122.87,1.2206,1.5882,0.7831,0.9196,0.6942
2015-06-19,15.344,1.1335,6.2085,122.7,1.2273,1.5881,0.7758,0.9206,0.6895
2015-06-22,15.3265,1.1378,6.2085,123.28,1.2286,1.5823,0.7745,0.9188,0.6876
2015-06-23,15.397,1.119,6.2066,123.71,1.2326,1.5751,0.7739,0.9336,0.6851
2015-06-24,15.445,1.1178,6.2061,124.24,1.2413,1.5681,0.7689,0.936,0.6868
2015-06-25,15.486,1.1196,6.2084,123.63,1.2346,1.5728,0.7741,0.9375,0.6911
2015-06-26,15.563,1.1156,6.208,123.92,1.2358,1.5739,0.765,0.9351,0.6831
2015-06-29,15.6555,1.118,6.2085,122.5,1.238,1.5764,0.7677,0.928,0.6854
2015-06-30,15.6902,1.1154,6.2,122.1,1.2473,1.5727,0.7704,0.9346,0.6778
2015-07-01,15.778,1.1084,6.2008,123.02,1.2559,1.5617,0.7664,0.9456,0.6754
2015-07-02,15.6895,1.109,6.2044,123.14,1.2566,1.5614,0.763,0.9436,0.6726
2015-07-06,15.743,1.1076,6.2089,122.53,1.2623,1.5619,0.7521,0.9432,0.6703
2015-07-07,15.833,1.0952,6.2097,122.16,1.2742,1.5443,0.7435,0.9482,0.6662
2015-07-08,15.811,1.1072,6.2087,120.54,1.2724,1.5353,0.7445,0.9458,0.6741
2015-07-09,15.794,1.1025,6.2086,121.22,1.2727,1.5375,0.7438,0.9495,0.6727
2015-07-10,15.7305,1.115,6.2092,122.75,1.2713,1.5503,0.7427,0.9411,0.6699
2015-07-13,15.7295,1.102,6.2081,123.35,1.2762,1.5518,0.7407,0.9492,0.6694
2015-07-14,15.6715,1.1015,6.2088,123.39,1.2746,1.5584,0.745,0.9459,0.6707
2015-07-15,15.774,1.0965,6.2082,123.89,1.2935,1.5621,0.7366,0.9521,0.6605
2015-07-16,15.7985,1.0898,6.2094,124.04,1.2938,1.5601,0.743,0.9562,0.6538
2015-07-17,15.916,1.0848,6.2085,124.0,1.2997,1.5624,0.7371,0.9608,0.6527
2015-07-20,15.9885,1.085,6.2095,124.24,1.2982,1.5587,0.738,0.963,0.6571
2015-07-21,15.9565,1.0927,6.2095,123.93,1.2958,1.555,0.7429,0.959,0.6629
2015-07-22,16.1065,1.0884,6.2093,124.08,1.3023,1.5617,0.7368,0.9613,0.6572
2015-07-23,16.1325,1.0976,6.2091,123.88,1.303,1.5533,0.7375,0.9581,0.6645
2015-07-24,16.2265,1.0976,6.2095,123.74,1.3059,1.5514,0.7279,0.962,0.6586
2015-07-27,16.2665,1.1112,6.2091,123.24,1.3008,1.5595,0.7304,0.9597,0.6636
2015-07-28,16.2565,1.1055,6.2084,123.52,1.2933,1.5617,0.7325,0.9638,0.6688
2015-07-29,16.1945,1.1026,6.2089,123.86,1.2893,1.5624,0.7307,0.963,0.6682
2015-07-30,16.4755,1.0914,6.2096,124.38,1.3024,1.5581,0.7278,0.9696,0.6589
2015-07-31,16.061,1.1028,6.2097,123.94,1.3047,1.5634,0.7332,0.9636,0.6625
2015-08-03,16.1015,1.0962,6.2087,123.98,1.3141,1.5603,0.7277,0.9682,0.6603
2015-08-04,16.166,1.0953,6.2086,124.0,1.3124,1.5612,0.7419,0.9732,0.6588
2015-08-05,16.3775,1.0868,6.2096,124.84,1.3181,1.5604,0.7346,0.981,0.6519
2015-08-06,16.3615,1.0922,6.2096,124.6,1.3152,1.5521,0.7343,0.9808,0.6545
2015-08-07,16.178,1.0958,6.2087,124.27,1.3122,1.5467,0.7393,0.9824,0.6596
2015-08-10,16.1535,1.0994,6.2094,124.55,1.3056,1.5546,0.7404,0.9848,0.6602
2015-08-11,16.3335,1.1042,6.3232,124.9,1.3149,1.5572,0.7288,0.9869,0.6537
2015-08-12,16.296,1.1198,6.3845,123.87,1.2973,1.5639,0.7375,0.9691,0.6635
2015-08-13,16.3735,1.1144,6.3982,124.32,1.3078,1.5595,0.7361,0.976,0.6571
2015-08-14,16.3655,1.111,6.3908,124.27,1.3075,1.5625,0.7376,0.978,0.6546
2015-08-17,16.3995,1.1078,6.3937,124.33,1.309,1.5598,0.7386,0.977,0.658
2015-08-18,16.422,1.1028,6.3928,124.39,1.3075,1.5658,0.7334,0.9764,0.6581
2015-08-19,16.526,1.1061,6.3956,124.1,1.3165,1.5645,0.7316,0.9702,0.6564
2015-08-20,16.663,1.12,6.3875,123.54,1.3075,1.5688,0.7357,0.9621,0.6634
2015-08-21,16.925,1.1356,6.3887,122.11,1.3146,1.5698,0.7343,0.9488,0.6706
2015-08-24,17.0825,1.158,6.4029,118.56,1.321,1.5731,0.7202,0.9347,0.6507
2015-08-25,17.008,1.141,6.4122,119.91,1.3295,1.5698,0.7183,0.9488,0.6522
2015-08-26,17.089,1.139,6.4083,119.07,1.3301,1.5493,0.7087,0.9472,0.6424
2015-08-27,16.8815,1.1239,6.4053,120.89,1.3193,1.5411,0.7179,0.9631,0.6478
2015-08-28,16.78,1.1172,6.389,121.32,1.3268,1.5362,0.7129,0.9622,0.6446
2015-08-31,16.7315,1.1194,6.376,121.26,1.3223,1.5363,0.71,0.9681,0.6349
2015-09-01,16.8775,1.1263,6.363,119.94,1.318,1.5341,0.7036,0.9622,0.6346
2015-09-02,16.9415,1.1242,6.3544,120.0,1.3308,1.531,0.7011,0.969,0.6343
2015-09-03,16.785,1.1104,6.3549,120.2,1.32,1.5254,0.7025,0.9764,0.64
2015-09-04,16.862,1.1117,6.3549,119.05,1.3272,1.5195,0.6917,0.9754,0.628
2015-09-08,16.784,1.1182,6.3657,119.72,1.3193,1.5381,0.7023,0.978,0.6347
2015-09-09,16.8015,1.1165,6.3768,120.94,1.3221,1.5363,0.7024,0.9767,0.6402
2015-09-10,16.7575,1.1262,6.377,120.71,1.3218,1.5457,0.7086,0.9735,0.6306
2015-09-11,16.823,1.1338,6.3735,120.66,1.3274,1.5426,0.7074,0.9735,0.6314
2015-09-14,16.7955,1.1307,6.3664,119.92,1.3265,1.5423,0.7137,0.9687,0.633
2015-09-15,16.768,1.126,6.3685,120.3,1.3261,1.5352,0.7092,0.9755,0.6313
2015-09-16,16.568,1.1304,6.3694,120.62,1.318,1.5499,0.7186,0.9688,0.6349
2015-09-17,16.588,1.1312,6.3645,120.9,1.3186,1.5509,0.7147,0.971,0.6322
2015-09-18,16.5615,1.1358,6.3628,119.85,1.3146,1.5573,0.7222,0.9614,0.6416
2015-09-21,16.6925,1.1204,6.3676,120.46,1.3249,1.5506,0.7125,0.9702,0.631
2015-09-22,16.879,1.1133,6.375,120.04,1.3276,1.5356,0.7078,0.9733,0.6292
2015-09-23,17.104,1.116,6.3836,120.12,1.3313,1.5243,0.7004,0.978,0.6244
2015-09-24,17.062,1.1252,6.3818,119.54,1.3348,1.5254,0.6998,0.973,0.6338
2015-09-25,16.963,1.1192,6.3737,120.74,1.3322,1.5172,0.7014,0.976,0.6369
2015-09-28,17.0115,1.1236,6.3685,119.82,1.336,1.5208,0.7005,0.9735,0.6346
2015-09-29,17.0895,1.1246,6.3621,119.76,1.3414,1.5168,0.7007,0.971,0.6368
2015-09-30,16.898,1.1162,6.3556,119.81,1.3396,1.5116,0.702,0.9773,0.639
2015-10-01,16.8915,1.12,6.3559,119.58,1.324,1.5162,0.7044,0.9744,0.6411
2015-10-02,16.8115,1.1276,6.3559,119.42,1.3213,1.5216,0.7025,0.9684,0.6432
2015-10-05,16.699,1.12,6.3559,120.36,1.3084,1.5165,0.7088,0.9746,0.6505
